Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Debuff :: Shadow Mantle
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<target>.*) [areis]+ (?<type>surround)ed by a (?<source>.*)[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:23:14 : surround   : black mantle              : ShiftyInc                 :                           :              :              :       
16:23:14 : surround   : black mantle              : ShiftyInc                 :                           :              :              :       
16:23:15 : surround   : black mantle              : Sax                       :                           :              :              :       
16:23:15 : surround   : black mantle              : FashionZ                  :                           :              :              :       
16:23:15 : surround   : black mantle              : FashionZ                  :                           :              :              :       
16:23:17 : surround   : protective shield         : Mantle                    :                           :              :              :       
16:23:17 : surround   : protective shield         : Hold                      :                           :              :              :       
16:23:17 : surround   : protective shield         : Styledrain                :                           :              :              :       
16:23:17 : surround   : protective shield         : Hold                      :                           :              :              :       
16:23:17 : surround   : divine shield             : Sax                       :                           :              :              :       
16:23:17 : surround   : divine shield             : ERDCC                     :                           :              :              :       
16:23:17 : surround   : divine shield             : tickles                   :                           :              :              :       
16:23:17 : surround   : protective shield         : vVv                       :                           :              :              :       
16:23:18 : surround   : black mantle              : HerHoliness               :                           :              :              :       
16:23:18 : surround   : black mantle              : HerHoliness               :                           :              :              :       
16:23:18 : surround   : black mantle              : HerHoliness               :                           :              :              :       
16:23:20 : surround   : divine shield             : Uther                     :                           :              :              :       
16:23:20 : surround   : protective shield         : Mantle                    :                           :              :              :       
16:23:20 : surround   : protective shield         : champagne                 :                           :              :              :       
