Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Heal :: Apos
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.+)[r']+[s]? (?<ability>.+'+.+) (?<type>heal)s (?<target>.*) for (?<value>\d*) points[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:15:33 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:34 : heal       : Spanky                    : Spanky                    : Relgor's Restorative Elixir :              :              : 29    
16:15:34 : heal       : EricMcC                   : EricMcC                   : Relgor's Restorative Elixir :              :              : 9     
16:15:34 : heal       : Spanky                    : Spanky                    : Relgor's Restorative Elixir :              :              : 29    
16:15:34 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:34 : heal       : EricMcC                   : EricMcC                   : Relgor's Restorative Elixir :              :              : 9     
16:15:34 : heal       : Spanky                    : Spanky                    : Relgor's Restorative Elixir :              :              : 29    
16:15:34 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:34 : heal       : EricMcC                   : EricMcC                   : Relgor's Restorative Elixir :              :              : 9     
16:15:34 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:34 : heal       : Spanky                    : Spanky                    : Relgor's Restorative Elixir :              :              : 29    
16:15:34 : heal       : EricMcC                   : EricMcC                   : Relgor's Restorative Elixir :              :              : 9     
16:15:34 : heal       : Spanky                    : Spanky                    : Relgor's Restorative Elixir :              :              : 29    
16:15:34 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:34 : heal       : YEP                       : YEP                       : Relgor's Restorative Elixir :              :              : 10    
16:15:34 : heal       : EricMcC                   : EricMcC                   : Relgor's Restorative Elixir :              :              : 9     
16:15:34 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:34 : heal       : Spanky                    : Spanky                    : Relgor's Restorative Elixir :              :              : 29    
16:15:34 : heal       : YEP                       : YEP                       : Relgor's Restorative Elixir :              :              : 10    
16:15:34 : heal       : EricMcC                   : EricMcC                   : Relgor's Restorative Elixir :              :              : 9     
16:15:34 : heal       : Spanky                    : Spanky                    : Relgor's Restorative Elixir :              :              : 29    
16:15:34 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
16:15:34 : heal       : YEP                       : YEP                       : Relgor's Restorative Elixir :              :              : 10    
16:15:34 : heal       : EricMcC                   : EricMcC                   : Relgor's Restorative Elixir :              :              : 9     
16:15:34 : heal       : Spanky                    : Spanky                    : Relgor's Restorative Elixir :              :              : 29    
16:15:34 : heal       : eka                       : eka                       : Relgor's Restorative Elixir :              :              : 7     
