Version     :: 0.0.11.0
DateTime    :: 11/7/2023 01:41:36 AM
RegExType   :: Damage :: Spell
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.*?)[r']{1}[s]* (?<ability>.*?) (?<type>\w{3,11}?)s (?<target>.*) for (?<value>\d*) .*[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
01:42:25 : poison     : lover                     : SeeNo                     : Steal Breath              :              :              : 148   
01:42:25 : strike     : Yuckfou                   : Vashteera's Thrall        : Unholy Blast              :              :              : 877   
01:42:25 : freeze     : SeeNo                     : Dispel                    : Chill of the Grave        :              :              : 8     
01:42:25 : freeze     : SeeNo                     : Dispel                    : Chill of the Grave        :              :              : 66    
01:42:25 : strike     : LogicNC                   : Dispel                    : Unholy Blast              :              :              : 246   
01:42:25 : poison     : lover                     : LogicNC                   : Steal Breath              :              :              : 123   
01:42:25 : burn       : Someone                   : SeeNo Evil                : Incendiary Blast          :              :              : 130   
01:42:25 : burn       : Someone                   : LogicNC                   : Incendiary Blast          :              :              : 60    
01:42:25 : burn       : Someone                   : Fkrah                     : Incendiary Blast          :              :              : 214   
01:42:25 : burn       : Someone                   : Bog                       : Incendiary Blast          :              :              : 303   
01:42:25 : burn       : Someone                   : First Aid                 : Incendiary Blast          :              :              : 170   
01:42:25 : freeze     : lover                     : SeeNo                     : Shadow Bolt               :              :              : 281   
01:42:25 : poison     : SeeNo                     : Dispel                    : Steal Breath              :              :              : 115   
01:42:25 : burn       : Fkrah                     : Dispel                    : Uvoriel's Judgment        :              :              : 153   
01:42:25 : strike     : Yuckfou                   : Dispel                    : Unholy Blast              :              :              : 427   
01:42:25 : poison     : lover                     : SeeNo                     : Steal Breath              :              :              : 233   
01:42:25 : poison     : lover                     : SeeNo                     : Steal Breath              :              :              : 221   
01:42:25 : strike     : Yuckfou                   : Vashteera's Thrall        : Unholy Storm              :              :              : 679   
01:42:25 : freeze     : SeeNo                     : Dispel                    : Chill of the Grave        :              :              : 23    
01:42:25 : freeze     : SeeNo                     : Dispel                    : Chill of the Grave        :              :              : 45    
01:42:25 : poison     : lover                     : LogicNC                   : Steal Breath              :              :              : 124   
01:42:25 : strike     : Bog                       : Dispel                    : Unholy Blast              :              :              : 494   
01:42:25 : strike     : Yuckfou                   : Sax                       : Unholy Storm              :              :              : 730   
01:42:25 : strike     : Yuckfou                   : Slime Demon               : Unholy Storm              :              :              : 540   
01:42:25 : strike     : Yuckfou                   : Bourbon                   : Unholy Storm              :              :              : 501   
01:42:25 : strike     : Yuckfou                   : lover                     : Unholy Storm              :              :              : 415   
01:42:25 : strike     : Yuckfou                   : Dispel                    : Unholy Storm              :              :              : 390   
01:42:26 : strike     : LogicNC                   : Dispel                    : Unholy Blast              :              :              : 249   
01:42:26 : burn       : Fkrah                     : Dispel                    : Uvoriel's Judgment        :              :              : 140   
01:42:26 : burn       : Fkrah                     : Dispel                    : Brand the Wicked          :              :              : 405   
01:42:26 : shock      : You                       : sudo                      : Call Storm                :              :              : 218   
01:42:26 : shock      : You                       : LogicNC                   : Call Storm                :              :              : 134   
01:42:26 : shock      : You                       : Fkrah                     : Call Storm                :              :              : 305   
01:42:26 : shock      : You                       : First                     : Call Storm                :              :              : 296   
01:42:26 : shock      : You                       : Saas                      : Call Storm                :              :              : 259   
01:42:26 : shock      : You                       : HuntyPet                  : Call Storm                :              :              : 219   
01:42:26 : shock      : You                       : Bog                       : Call Storm                :              :              : 460   
01:42:26 : shock      : You                       : Noodle                    : Call Storm                :              :              : 185   
01:42:26 : shock      : You                       : Yuckfou                   : Call Storm                :              :              : 417   
01:42:26 : strike     : Yuckfou                   : Dispel                    : Unholy Blast              :              :              : 475   
01:42:26 : freeze     : SeeNo                     : Dispel                    : Chill of the Grave        :              :              : 15    
01:42:26 : freeze     : SeeNo                     : Dispel                    : Chill of the Grave        :              :              : 52    
01:42:26 : strike     : LogicNC                   : Dispel                    : Unholy Blast              :              :              : 239   
01:42:26 : poison     : lover                     : LogicNC                   : Steal Breath              :              :              : 122   
01:42:26 : strike     : Bog                       : Dispel                    : Unholy Blast              :              :              : 482   
01:42:26 : burn       : Fkrah                     : Dispel                    : Brand the Wicked          :              :              : 385   
01:42:26 : burn       : Fkrah                     : Dispel                    : Uvoriel's Judgment        :              :              : 132   
01:42:26 : strike     : Yuckfou                   : Dispel                    : Unholy Blast              :              :              : 523   
01:42:26 : burn       : HuntyPet                  : Bog                       : fire                      :              :              : 716   
01:42:26 : strike     : LogicNC                   : Dispel                    : Unholy Blast              :              :              : 239   
01:42:26 : burn       : Fkrah                     : Dispel                    : Brand the Wicked          :              :              : 434   
01:42:26 : freeze     : SeeNo                     : Dispel                    : Chill of the Grave        :              :              : 19    
01:42:26 : freeze     : SeeNo                     : Dispel                    : Chill of the Grave        :              :              : 57    
01:42:26 : strike     : Yuckfou                   : Dispel                    : Unholy Blast              :              :              : 429   
01:42:26 : hurt       : Miha                      : Bog                       : Dread Dissonance          :              :              : 307   
01:42:27 : poison     : lover                     : LogicNC                   : Steal Breath              :              :              : 97    
01:42:27 : burn       : Fkrah                     : Dispel                    : Brand the Wicked          :              :              : 405   
01:42:27 : burn       : Fkrah                     : Dispel                    : Uvoriel's Judgment        :              :              : 166   
01:42:27 : strike     : LogicNC                   : Dispel                    : Unholy Blast              :              :              : 274   
01:42:27 : freeze     : SeeNo                     : Dispel                    : Chill of the Grave        :              :              : 12    
01:42:27 : freeze     : SeeNo                     : Dispel                    : Chill of the Grave        :              :              : 75    
01:42:27 : poison     : HuntyPet                  : Bog                       : Poison Damage Over Time   :              :              : 209   
01:42:27 : burn       : Fkrah                     : Dispel                    : Brand the Wicked          :              :              : 357   
01:42:27 : poison     : lover                     : Bog                       : Steal Breath              :              :              : 268   
01:42:27 : strike     : Yuckfou                   : Dispel                    : Unholy Blast              :              :              : 476   
01:42:27 : strike     : LogicNC                   : Dispel                    : Unholy Blast              :              :              : 237   
01:42:27 : burn       : Fkrah                     : Dispel                    : Uvoriel's Judgment        :              :              : 106   
01:42:27 : strike     : Yuckfou                   : Dispel                    : Unholy Blast              :              :              : 498   
01:42:27 : poison     : HuntyPet                  : Bog                       : Poison Damage Over Time   :              :              : 263   
01:42:27 : poison     : lover                     : Bog                       : Steal Breath              :              :              : 246   
01:42:27 : strike     : LogicNC                   : Dispel                    : Unholy Blast              :              :              : 375   
01:42:28 : burn       : Fkrah                     : Dispel                    : Uvoriel's Judgment        :              :              : 160   
01:42:28 : strike     : Bog                       : Dispel                    : Unholy Blast              :              :              : 811   
01:42:28 : freeze     : lover                     : Bog                       : Shadow Bolt               :              :              : 419   
01:42:28 : poison     : lover                     : Bog                       : Steal Breath              :              :              : 246   
01:42:28 : poison     : HuntyPet                  : Bog                       : Poison Damage Over Time   :              :              : 241   
01:42:28 : freeze     : lover                     : Bog                       : Shadow Bolt               :              :              : 418   
01:42:28 : poison     : lover                     : Bog                       : Steal Breath              :              :              : 246   
01:42:28 : freeze     : You                       : Bog                       : Fury of Ice               :              :              : 647   
01:42:28 : hurt       : Miha                      : Bog                       : Dread Dissonance          :              :              : 379   
01:42:28 : freeze     : lover                     : Bog                       : Shadow Bolt               :              :              : 478   
01:42:28 : poison     : HuntyPet                  : Bog                       : Poison Damage Over Time   :              :              : 254   
01:42:28 : engulf     : lover                     : Bog                       : darnkness                 :              :              : 682   
01:42:28 : strike     : Yuckfou                   : Dispel                    : Unholy Blast              :              :              : 678   
01:42:28 : freeze     : You                       : Bog                       : Fury of Ice               :              :              : 692   
01:42:29 : poison     : lover                     : Bog                       : Steal Breath              :              :              : 252   
01:42:29 : strike     : Yuckfou                   : Dispel                    : Unholy Blast              :              :              : 697   
01:42:29 : freeze     : lover                     : Bog                       : Shadow Bolt               :              :              : 424   
01:42:29 : poison     : HuntyPet                  : Bog                       : Poison Damage Over Time   :              :              : 241   
01:42:29 : strike     : LogicNC                   : Dispel                    : Unholy Blast              :              :              : 409   
01:42:29 : freeze     : You                       : Bog                       : Fury of Ice               :              :              : 432   
01:42:29 : burn       : Fkrah                     : Dispel                    : Uvoriel's Judgment        :              :              : 184   
01:42:29 : poison     : lover                     : Bog                       : Steal Breath              :              :              : 252   
01:42:29 : strike     : LogicNC                   : Dispel                    : Unholy Blast              :              :              : 331   
01:42:29 : freeze     : You                       : Bog                       : Fury of Ice               :              :              : 487   
01:42:29 : poison     : HuntyPet                  : Bog                       : Poison Damage Over Time   :              :              : 240   
01:42:29 : strike     : Yuckfou                   : Dispel                    : Unholy Blast              :              :              : 902   
01:42:29 : freeze     : lover                     : Bog                       : Shadow Bolt               :              :              : 405   
01:42:29 : freeze     : lover                     : Bog                       : Shadow Bolt               :              :              : 434   
01:42:29 : burn       : Fkrah                     : Dispel                    : Uvoriel's Judgment        :              :              : 189   
01:42:29 : poison     : lover                     : Bog                       : Steal Breath              :              :              : 301   
01:42:29 : strike     : LogicNC                   : Dispel                    : Unholy Blast              :              :              : 592   
01:42:29 : strike     : Yuckfou                   : Dispel                    : Unholy Blast              :              :              : 857   
01:42:29 : freeze     : lover                     : Bog                       : Shadow Bolt               :              :              : 375   
01:42:30 : strike     : LogicNC                   : Dispel                    : Unholy Blast              :              :              : 837   
01:42:30 : burn       : Fkrah                     : you                       : Uvoriel's Judgment        :              :              : 49    
01:42:30 : freeze     : lover                     : Bog                       : Shadow Bolt               :              :              : 468   
01:42:30 : freeze     : You                       : LogicNC                   : Fury of Ice               :              :              : 822   
01:42:30 : burn       : HuntyPet                  : Bog                       : fire                      :              :              : 652   
01:42:30 : hurt       : Miha                      : LogicNC                   : Dread Dissonance          :              :              : 148   
01:42:30 : poison     : lover                     : Bog                       : Steal Breath              :              :              : 200   
01:42:30 : freeze     : lover                     : Fkrah                     : Shadow Bolt               :              :              : 344   
01:42:30 : freeze     : You                       : LogicNC                   : Fury of Ice               :              :              : 512   
01:42:30 : freeze     : lover                     : LogicNC                   : Shadow Bolt               :              :              : 378   
01:42:30 : burn       : Fkrah                     : you                       : Uvoriel's Judgment        :              :              : 63    
01:42:30 : poison     : lover                     : Bog                       : Steal Breath              :              :              : 214   
01:42:30 : freeze     : You                       : LogicNC                   : Fury of Ice               :              :              : 652   
01:42:30 : burn       : Fkrah                     : you                       : Brand the Wicked          :              :              : 136   
01:42:30 : strike     : Yuckfou                   : Saas                      : Unholy Blast              :              :              : 672   
01:42:30 : burn       : Fkrah                     : you                       : Uvoriel's Judgment        :              :              : 27    
01:42:31 : burn       : Fkrah                     : you                       : Brand the Wicked          :              :              : 136   
01:42:31 : poison     : lover                     : Bog                       : Steal Breath              :              :              : 187   
01:42:31 : freeze     : lover                     : Noodle                    : Shadow Bolt               :              :              : 244   
01:42:31 : burn       : Fkrah                     : you                       : Uvoriel's Judgment        :              :              : 52    
01:42:31 : freeze     : Miha                      : Yuckfou                   : ice                       :              :              : 260   
01:42:31 : burn       : Sniper                    : First                     : Ignite                    :              :              : 720   
01:42:31 : poison     : lover                     : Bog                       : Steal Breath              :              :              : 245   
01:42:31 : freeze     : lover                     : Fkrah                     : Shadow Bolt               :              :              : 360   
01:42:31 : burn       : Fkrah                     : you                       : Uvoriel's Judgment        :              :              : 36    
01:42:31 : burn       : HuntyPet                  : Yuckfou                   : fire                      :              :              : 619   
01:42:31 : burn       : Sniper                    : First                     : Ignite                    :              :              : 412   
01:42:31 : burn       : Sniper                    : First                     : Fire Bolt                 :              :              : 1451  
01:42:31 : hurt       : Miha                      : Yuckfou                   : Dread Dissonance          :              :              : 340   
01:42:32 : freeze     : Miha                      : Yuckfou                   : ice                       :              :              : 1265  
01:42:32 : poison     : lover                     : Bog                       : Steal Breath              :              :              : 184   
01:42:32 : burn       : Fkrah                     : you                       : Uvoriel's Judgment        :              :              : 26    
01:42:32 : burn       : Sniper                    : First                     : Ignite                    :              :              : 967   
01:42:32 : poison     : lover                     : Noodle                    : Steal Breath              :              :              : 203   
01:42:32 : burn       : Sniper                    : First                     : Ignite                    :              :              : 561   
01:42:32 : burn       : Fkrah                     : you                       : Uvoriel's Judgment        :              :              : 27    
01:42:32 : freeze     : lover                     : Bog                       : Shadow Bolt               :              :              : 429   
01:42:32 : poison     : lover                     : Noodle                    : Steal Breath              :              :              : 141   
01:42:32 : freeze     : You                       : Bog                       : Fury of Ice               :              :              : 491   
01:42:33 : burn       : Sniper                    : First                     : Ignite                    :              :              : 507   
01:42:33 : poison     : lover                     : Noodle                    : Steal Breath              :              :              : 203   
01:42:33 : freeze     : HuntyPet                  : Bog                       : Fury of Ice               :              :              : 285   
01:42:33 : strike     : HuntyPet                  : Bog                       : holy weapon               :              :              : 845   
01:42:33 : strike     : HuntyPet                  : Bog                       : holy weapon               :              :              : 567   
01:42:33 : burn       : Sniper                    : deez                      : Fire Bolt                 :              :              : 1075  
01:42:33 : poison     : lover                     : Bog                       : Steal Breath              :              :              : 246   
01:42:33 : freeze     : You                       : Bog                       : Fury of Ice               :              :              : 582   
01:42:33 : freeze     : HuntyPet                  : Bog                       : Fury of Ice               :              :              : 323   
01:42:33 : burn       : Sniper                    : First                     : Ignite                    :              :              : 448   
01:42:33 : poison     : lover                     : Noodle                    : Steal Breath              :              :              : 179   
01:42:33 : strike     : HuntyPet                  : Bog                       : holy weapon               :              :              : 288   
01:42:33 : engulf     : lover                     : Bog                       : darnkness                 :              :              : 454   
01:42:34 : freeze     : lover                     : Bog                       : Shadow Bolt               :              :              : 481   
01:42:34 : burn       : Sniper                    : First                     : Ignite                    :              :              : 512   
01:42:34 : burn       : Sniper                    : Bog                       : Ignite                    :              :              : 1156  
01:42:34 : freeze     : You                       : Bog                       : Fury of Ice               :              :              : 657   
01:42:34 : burn       : Fkrah                     : lover                     : Uvoriel's Judgment        :              :              : 135   
01:42:34 : poison     : lover                     : Noodle                    : Steal Breath              :              :              : 197   
01:42:34 : poison     : lover                     : Fkrah                     : Steal Breath              :              :              : 159   
01:42:34 : smite      : Sax                       : Noodle                    : Censure                   :              :              : 637   
01:42:34 : burn       : Sniper                    : First                     : Ignite                    :              :              : 718   
01:42:34 : freeze     : lover                     : Fkrah                     : Shadow Bolt               :              :              : 305   
01:42:34 : freeze     : Miha                      : Fkrah                     : ice                       :              :              : 463   
01:42:34 : hurt       : Miha                      : Fkrah                     : Dread Dissonance          :              :              : 355   
01:42:34 : burn       : Fkrah                     : lover                     : Uvoriel's Judgment        :              :              : 73    
01:42:34 : poison     : lover                     : Noodle                    : Steal Breath              :              :              : 187   
01:42:34 : freeze     : You                       : First                     : Fury of Ice               :              :              : 481   
01:42:34 : burn       : Sniper                    : Fkrah                     : Fire Bolt                 :              :              : 1402  
01:42:35 : burn       : Someone                   : lover                     : Uvoriel's Judgment        :              :              : 73    
01:42:35 : poison     : lover                     : Noodle                    : Steal Breath              :              :              : 148   
01:42:35 : poison     : lover                     : Noodle                    : Steal Breath              :              :              : 201   
01:42:35 : burn       : Sniper                    : Noodle                    : Ignite                    :              :              : 391   
01:42:35 : burn       : Someone                   : lover                     : Uvoriel's Judgment        :              :              : 70    
01:42:35 : burn       : Sniper                    : Noodle                    : Fire Bolt                 :              :              : 1638  
01:42:35 : burn       : Sniper                    : Noodle                    : Ignite                    :              :              : 568   
01:42:35 : poison     : lover                     : Noodle                    : Steal Breath              :              :              : 281   
01:42:35 : freeze     : lover                     : Noodle                    : Shadow Bolt               :              :              : 561   
01:42:35 : hurt       : Miha                      : Noodle                    : Dread Dissonance          :              :              : 339   
01:42:35 : freeze     : lover                     : Noodle                    : Shadow Bolt               :              :              : 576   
01:42:35 : burn       : Someone                   : lover                     : Uvoriel's Judgment        :              :              : 116   
01:42:35 : burn       : Someone                   : lover                     : Uvoriel's Judgment        :              :              : 95    
01:42:36 : burn       : Someone                   : lover                     : Uvoriel's Judgment        :              :              : 96    
01:42:41 : smite      : Hunger                    : Dispel                    : Censure                   :              :              : 453   
01:42:41 : smite      : Hunger                    : Dispel                    : Censure                   :              :              : 484   
01:42:41 : smite      : Hunger                    : Dispel                    : Censure                   :              :              : 465   
01:42:42 : poison     : HuntyPet                  : Imagine                   : Poison Damage Over Time   :              :              : 233   
01:42:42 : smite      : Hunger                    : Dispel                    : Censure                   :              :              : 450   
01:42:42 : poison     : TyyppVee                  : Holger                    : Steal Breath              :              :              : 194   
01:42:42 : smite      : Hunger                    : Dispel                    : Censure                   :              :              : 697   
01:42:42 : damage     : Rylix                     : you                       : Put to the Torch          :              :              : 97    
01:42:42 : poison     : TyyppVee                  : Holger                    : Steal Breath              :              :              : 282   
01:42:42 : strike     : HuntyPet                  : Holger                    : holy weapon               :              :              : 452   
01:42:42 : burn       : Dispel                    : Holger                    : fire                      :              :              : 724   
01:42:43 : damage     : Rylix                     : you                       : Put to the Torch          :              :              : 81    
01:42:43 : blast      : Rylix                     : you                       : Fling Holy Water          :              :              : 208   
01:42:43 : freeze     : Dispel                    : Holger                    : Fury of Ice               :              :              : 604   
01:42:43 : smite      : Hunger                    : Dispel                    : Censure                   :              :              : 572   
01:42:43 : freeze     : TyyppVee                  : Holger                    : Shadow Bolt               :              :              : 586   
01:42:43 : freeze     : TyyppVee                  : Holger                    : Shadow Bolt               :              :              : 706   
01:42:43 : strike     : Rylix                     : you                       : holy weapon               :              :              : 496   
01:42:43 : blast      : Rylix                     : you                       : Fling Holy Water          :              :              : 225   
01:42:43 : freeze     : HuntyPet                  : Holger                    : Fury of Ice               :              :              : 614   
01:42:43 : blast      : Rylix                     : you                       : Fling Holy Water          :              :              : 213   
01:42:43 : strike     : TyyppVee                  : Rylix                     : poisonous weapon          :              :              : 761   
01:42:43 : damage     : Rylix                     : you                       : Put to the Torch          :              :              : 86    
01:42:43 : blast      : Rylix                     : you                       : Fling Holy Water          :              :              : 174   
01:42:43 : blast      : Rylix                     : you                       : Fling Holy Water          :              :              : 202   
01:42:43 : smite      : Hunger                    : Dispel                    : Censure                   :              :              : 554   
01:42:43 : strike     : Rylix                     : you                       : holy weapon               :              :              : 473   
01:42:43 : damage     : Rylix                     : you                       : Put to the Torch          :              :              : 107   
01:42:43 : blast      : Rylix                     : you                       : Fling Holy Water          :              :              : 192   
01:42:44 : burn       : HuntyPet                  : Hunger                    : fire                      :              :              : 811   
01:42:44 : damage     : Rylix                     : you                       : Put to the Torch          :              :              : 75    
01:42:44 : freeze     : TyyppVee                  : Hunger                    : Shadow Bolt               :              :              : 669   
01:42:44 : damage     : Someone                   : you                       : Put to the Torch          :              :              : 98    
01:42:44 : damage     : Someone                   : you                       : Put to the Torch          :              :              : 85    
01:42:45 : poison     : HuntyPet                  : Octavius                  : Poison Damage Over Time   :              :              : 240   
01:42:45 : freeze     : HuntyPet                  : Octavius                  : Fury of Ice               :              :              : 539   
01:42:45 : poison     : HuntyPet                  : Octavius                  : Poison Damage Over Time   :              :              : 345   
01:42:46 : Thorn      : CJW                       : impales Vashteera's Companion : Hedge of                  :              :              : 249   
01:42:46 : Thorn      : CJW                       : impales Dispel            : Hedge of                  :              :              : 156   
01:42:46 : Thorn      : CJW                       : impales sudo              : Hedge of                  :              :              : 76    
01:42:46 : Thorn      : CJW                       : impales you               : Hedge of                  :              :              : 205   
01:42:46 : Thorn      : CJW                       : impales TyyppVee          : Hedge of                  :              :              : 47    
01:42:46 : Thorn      : CJW                       : impales HuntyPet          : Hedge of                  :              :              : 118   
01:42:46 : Thorn      : CJW                       : impales Vashteera's Companion : Hedge of                  :              :              : 178   
01:42:46 : burn       : dnst                      : TyyppVee                  : Cleansing Flame           :              :              : 210   
01:42:46 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 20    
01:42:46 : burn       : dnst                      : TyyppVee                  : Cleansing Flame           :              :              : 28    
01:42:46 : shock      : CJW                       : TyyppVee                  : Call Lightning            :              :              : 139   
01:42:46 : burn       : dnst                      : you                       : Cleansing Flame           :              :              : 226   
01:42:46 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 23    
01:42:46 : burn       : dnst                      : you                       : Cleansing Flame           :              :              : 31    
01:42:46 : Thorn      : CJW                       : impales Vashteera's Companion : Hedge of                  :              :              : 204   
01:42:46 : Thorn      : CJW                       : impales Dispel            : Hedge of                  :              :              : 148   
01:42:46 : Thorn      : CJW                       : impales sudo              : Hedge of                  :              :              : 102   
01:42:46 : Thorn      : CJW                       : impales you               : Hedge of                  :              :              : 183   
01:42:46 : Thorn      : CJW                       : impales TyyppVee          : Hedge of                  :              :              : 63    
01:42:46 : Thorn      : CJW                       : impales HuntyPet          : Hedge of                  :              :              : 88    
01:42:46 : Thorn      : CJW                       : impales Vashteera's Companion : Hedge of                  :              :              : 220   
01:42:46 : burn       : dnst                      : TyyppVee                  : Cleansing Flame           :              :              : 204   
01:42:46 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 21    
01:42:46 : burn       : dnst                      : TyyppVee                  : Cleansing Flame           :              :              : 29    
01:42:46 : shock      : CJW                       : you                       : Call Lightning            :              :              : 770   
01:42:46 : shock      : CJW                       : Vashteera's Companion     : Call Lightning            :              :              : 634   
01:42:46 : shock      : CJW                       : Vashteera's Companion     : Call Lightning            :              :              : 588   
01:42:46 : shock      : CJW                       : Dispel                    : Call Lightning            :              :              : 1022  
01:42:46 : hurt       : kosnwa                    : Dispel                    : Psychic Shout             :              :              : 477   
01:42:46 : hurt       : kosnwa                    : sudo                      : Psychic Shout             :              :              : 483   
01:42:46 : hurt       : kosnwa                    : TyyppVee                  : Psychic Shout             :              :              : 245   
01:42:46 : shock      : You                       : kosnwa                    : Call Storm                :              :              : 203   
01:42:46 : shock      : You                       : CJW                       : Call Storm                :              :              : 296   
01:42:46 : shock      : You                       : dnst                      : Call Storm                :              :              : 441   
01:42:46 : shock      : CJW                       : sudo                      : Call Lightning            :              :              : 369   
01:42:47 : Thorn      : CJW                       : impales Vashteera's Companion : Hedge of                  :              :              : 269   
01:42:47 : Thorn      : CJW                       : impales sudo              : Hedge of                  :              :              : 87    
01:42:47 : Thorn      : CJW                       : impales Dispel            : Hedge of                  :              :              : 114   
01:42:47 : Thorn      : CJW                       : impales you               : Hedge of                  :              :              : 172   
01:42:47 : Thorn      : CJW                       : impales TyyppVee          : Hedge of                  :              :              : 51    
01:42:47 : Thorn      : CJW                       : impales HuntyPet          : Hedge of                  :              :              : 161   
01:42:47 : Thorn      : CJW                       : impales Vashteera's Companion : Hedge of                  :              :              : 176   
01:42:47 : burn       : dnst                      : you                       : Cleansing Flame           :              :              : 301   
01:42:47 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 20    
01:42:47 : burn       : dnst                      : you                       : Cleansing Flame           :              :              : 27    
01:42:47 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 19    
01:42:47 : burn       : dnst                      : TyyppVee                  : Cleansing Flame           :              :              : 145   
01:42:47 : burn       : dnst                      : TyyppVee                  : Cleansing Flame           :              :              : 26    
01:42:47 : Thorn      : CJW                       : impales Vashteera's Companion : Hedge of                  :              :              : 218   
01:42:47 : Thorn      : CJW                       : impales Dispel            : Hedge of                  :              :              : 113   
01:42:47 : Thorn      : CJW                       : impales you               : Hedge of                  :              :              : 137   
01:42:47 : Thorn      : CJW                       : impales sudo              : Hedge of                  :              :              : 60    
01:42:47 : Thorn      : CJW                       : impales TyyppVee          : Hedge of                  :              :              : 76    
01:42:47 : Thorn      : CJW                       : impales HuntyPet          : Hedge of                  :              :              : 122   
01:42:47 : freeze     : hta                       : TyyppVee                  : Cold Damage Over Time     :              :              : 81    
01:42:47 : poison     : hta                       : TyyppVee                  : Poison Damage Over Time   :              :              : 126   
01:42:47 : Thorn      : CJW                       : impales Vashteera's Companion : Hedge of                  :              :              : 159   
01:42:47 : burn       : dnst                      : you                       : Cleansing Flame           :              :              : 149   
01:42:47 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 23    
01:42:47 : burn       : dnst                      : you                       : Cleansing Flame           :              :              : 31    
01:42:47 : burn       : dnst                      : TyyppVee                  : Cleansing Flame           :              :              : 309   
01:42:47 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 21    
01:42:47 : burn       : dnst                      : TyyppVee                  : Cleansing Flame           :              :              : 29    
01:42:47 : shock      : You                       : dnst                      : Call Storm                :              :              : 325   
01:42:47 : Thorn      : CJW                       : impales Vashteera's Companion : Hedge of                  :              :              : 168   
01:42:47 : Thorn      : CJW                       : impales you               : Hedge of                  :              :              : 168   
01:42:47 : Thorn      : CJW                       : impales Dispel            : Hedge of                  :              :              : 114   
01:42:47 : Thorn      : CJW                       : impales sudo              : Hedge of                  :              :              : 59    
01:42:47 : Thorn      : CJW                       : impales TyyppVee          : Hedge of                  :              :              : 87    
01:42:47 : Thorn      : CJW                       : impales HuntyPet          : Hedge of                  :              :              : 151   
01:42:48 : freeze     : hta                       : TyyppVee                  : Cold Damage Over Time     :              :              : 84    
01:42:48 : hurt       : kosnwa                    : HuntyPet                  : Mind Strike               :              :              : 479   
01:42:48 : shock      : CJW                       : HuntyPet                  : Call Lightning            :              :              : 676   
01:42:48 : shock      : CJW                       : Dispel                    : Call Lightning            :              :              : 471   
01:42:48 : shock      : CJW                       : TyyppVee                  : Call Lightning            :              :              : 139   
01:42:48 : damage     : Rylix                     : TyyppVee                  : Put to the Torch          :              :              : 114   
01:42:48 : shock      : CJW                       : sudo                      : Call Lightning            :              :              : 493   
01:42:48 : poison     : hta                       : TyyppVee                  : Poison Damage Over Time   :              :              : 120   
01:42:48 : Thorn      : CJW                       : impales Vashteera's Companion : Hedge of                  :              :              : 136   
01:42:48 : burn       : dnst                      : you                       : Cleansing Flame           :              :              : 265   
01:42:48 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 24    
01:42:48 : burn       : dnst                      : you                       : Cleansing Flame           :              :              : 33    
01:42:48 : burn       : dnst                      : TyyppVee                  : Cleansing Flame           :              :              : 281   
01:42:48 : burn       : dnst                      : dnst                      : Cleansing Flame           :              :              : 15    
01:42:48 : burn       : dnst                      : TyyppVee                  : Cleansing Flame           :              :              : 27    
01:42:48 : hurt       : kosnwa                    : kosnwa                    : Earthquake                :              :              : 1     
01:42:48 : strike     : Rylix                     : TyyppVee                  : holy weapon               :              :              : 358   
01:42:48 : hurt       : kosnwa                    : kosnwa                    : Earthquake                :              :              : 1     
