Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Heal :: CatchAll
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.*?)[r']?[s]? (?<ability>.*) (?<type>heal)s (?<target>.*) for (?<value>\d*) points[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:13:03 : heal       : Drooley                   : Priest                    : Prayer of Mending         :              :              : 380   
16:13:03 : heal       : Drooley                   : Drooley                   : Prayer of Mending         :              :              : 582   
16:13:03 : heal       : Drooley                   : WillPowder                : Prayer of Mending         :              :              : 612   
16:13:03 : heal       : Drooley                   : Long                      : Prayer of Mending         :              :              : 524   
16:13:03 : heal       : Drooley                   : AlbiThere                 : Prayer of Mending         :              :              : 469   
16:13:03 : heal       : Drooley                   : PBAOE                     : Prayer of Recovery        :              :              : 275   
16:13:03 : heal       : Drooley                   : Tupac                     : Prayer of Recovery        :              :              : 267   
16:13:03 : heal       : Drooley                   : Priest                    : Prayer of Recovery        :              :              : 290   
16:13:03 : heal       : Drooley                   : Drooley                   : Prayer of Recovery        :              :              : 299   
16:13:03 : heal       : Drooley                   : WillPowder                : Prayer of Recovery        :              :              : 298   
16:13:03 : heal       : Drooley                   : Long                      : Prayer of Recovery        :              :              : 235   
16:13:03 : heal       : Drooley                   : AlbiThere                 : Prayer of Recovery        :              :              : 213   
16:13:03 : heal       : sudo                      : Sax                       : Divine Recovery           :              :              : 173   
16:13:03 : heal       : sudo                      : YOU                       : Tend the Wounded          :              :              : 908   
16:13:03 : heal       : Bourbon                   : Sax                       : Tend the Wounded          :              :              : 814   
16:13:04 : heal       : sudo                      : Sax                       : Tend the Wounded          :              :              : 1137  
16:13:04 : heal       : Bourbon                   : YOU                       : Divine Recovery           :              :              : 225   
16:13:04 : heal       : Drooley                   : PBAOE                     : Prayer of Recovery        :              :              : 279   
16:13:04 : heal       : Drooley                   : Tupac                     : Prayer of Recovery        :              :              : 248   
16:13:04 : heal       : Drooley                   : Drooley                   : Prayer of Recovery        :              :              : 344   
16:13:04 : heal       : Drooley                   : Priest                    : Prayer of Recovery        :              :              : 310   
16:13:04 : heal       : Drooley                   : WillPowder                : Prayer of Recovery        :              :              : 275   
16:13:04 : heal       : Drooley                   : Long                      : Prayer of Recovery        :              :              : 268   
16:13:04 : heal       : Drooley                   : AlbiThere                 : Prayer of Recovery        :              :              : 229   
16:13:04 : heal       : Bourbon                   : Miha                      : Benediction of Healing    :              :              : 1268  
16:13:04 : heal       : Bourbon                   : Dispel                    : Benediction of Healing    :              :              : 2314  
16:13:04 : heal       : Bourbon                   : sudo                      : Benediction of Healing    :              :              : 1797  
16:13:04 : heal       : Bourbon                   : Sax                       : Benediction of Healing    :              :              : 2005  
16:13:04 : heal       : Bourbon                   : Sniper                    : Benediction of Healing    :              :              : 765   
